date,location,crime_type,perp_age,perp_gender,perp_occupation,motive,status
2020-06-11,Jawa Barat,Pencurian Kendaraan Bermotor,40,Laki-laki,TNI,Gangguan Mental,Selesai
2021-09-07,Nusa Tenggara Barat,Pemerkosaan,31,Laki-laki,Pedagang,Cemburu,Selesai
2023-11-02,Jawa Timur,Pencurian,21,Laki-laki,TNI,Kebutuhan Mendesak,Dalam Proses
2024-09-19,Sumatera Utara,Perampokan,32,Perempuan,Petani,Provokasi,Selesai
2022-05-25,Kalimantan Selatan,Pencurian,24,Laki-laki,Pegawai Swasta,Keserakahan,Selesai
2020-04-07,Jawa Tengah,Korupsi,27,Perempuan,Wiraswasta,Dendam,Belum Terselesaikan
2020-04-02,Sumatera Selatan,Pencurian,18,Laki-laki,Wiraswasta,Dendam,Dalam Proses
2022-11-11,Sumatera Barat,Penipuan,18,Laki-laki,Mahasiswa,Tekanan Sosial,Selesai
2020-07-12,Jawa Barat,Pencurian,25,Perempuan,Pelajar,Ketidaktahuan Hukum,Selesai
2024-01-15,DKI Jakarta,Pembunuhan,29,Laki-laki,Sopir,Kebutuhan Mendesak,Selesai
2021-12-28,Nusa Tenggara Barat,Pencurian,33,Perempuan,Pegawai Swasta,Keserakahan,Selesai
2020-06-16,DKI Jakarta,Pemerkosaan,21,Laki-laki,Perawat,Provokasi,Selesai
2020-02-03,Sumatera Utara,Korupsi,15,Perempuan,Buruh,Pengaruh Lingkungan,Belum Terselesaikan
2023-09-16,Jawa Barat,Pencurian,41,Perempuan,Pelajar,Cemburu,Dalam Proses
2024-05-29,Jawa Timur,Penganiayaan,34,Perempuan,Pedagang,Tekanan Sosial,Selesai
2020-04-02,Jawa Tengah,Penyalahgunaan Narkoba,33,Laki-laki,Buruh,Tekanan Sosial,Selesai
2024-11-30,Jawa Timur,Pencurian,43,Perempuan,Guru,Kebutuhan Mendesak,Selesai
2021-10-04,Jawa Barat,Penipuan,25,Perempuan,Sopir,Pengaruh Lingkungan,Selesai
2022-07-20,Kalimantan Timur,Penganiayaan,33,Laki-laki,Perawat,Ketidaktahuan Hukum,Selesai
2022-07-10,Jawa Barat,Pencurian,22,Laki-laki,Sopir,Kebutuhan Mendesak,Selesai
2021-11-30,Kalimantan Selatan,Perampokan,23,Laki-laki,TNI,Cemburu,Selesai
2021-03-08,Jawa Timur,Penganiayaan,40,Perempuan,Pedagang,Dendam,Selesai
2024-03-09,Nusa Tenggara Barat,Pencurian,19,Laki-laki,Sopir,Kebutuhan Mendesak,Selesai
2024-11-20,Nusa Tenggara Barat,Pembunuhan,19,Laki-laki,Tukang,Dendam,Selesai
2022-06-07,Maluku,Pembunuhan,43,Laki-laki,Wiraswasta,Ekonomi,Selesai
2020-01-12,Jawa Tengah,Penganiayaan,27,Laki-laki,Mahasiswa,Dendam,Selesai
2020-01-28,Kalimantan Timur,Pencurian Kendaraan Bermotor,28,Laki-laki,Pedagang,Ketidaktahuan Hukum,Selesai
2022-09-04,Kalimantan Timur,Pencurian,32,Laki-laki,Pelajar,Pengaruh Lingkungan,Dalam Proses
2022-04-09,Jawa Tengah,Pencurian,23,Laki-laki,Polisi,Ketidaktahuan Hukum,Selesai
2024-03-04,Jawa Tengah,Pencurian,35,Perempuan,Sopir,Pengaruh Lingkungan,Selesai
2022-09-23,Sulawesi Utara,Pencurian,43,Laki-laki,Pegawai Swasta,Keserakahan,Dalam Proses
2024-07-23,Papua,Pencurian,27,Laki-laki,Sopir,Konflik Personal,Belum Terselesaikan
2023-11-15,DKI Jakarta,Pencurian,33,Laki-laki,Tukang,Pengaruh Lingkungan,Selesai
2023-10-14,Sumatera Utara,Penyalahgunaan Narkoba,17,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Selesai
2020-06-28,Sumatera Selatan,Pencurian Kendaraan Bermotor,36,Laki-laki,Pedagang,Cemburu,Selesai
2020-01-29,Sumatera Utara,Pembunuhan,33,Laki-laki,Petani,Dendam,Dalam Proses
2024-07-29,Bengkulu,Pencurian,20,Perempuan,Tidak Bekerja,Pengaruh Lingkungan,Selesai
2021-01-20,Jawa Tengah,Pencurian,25,Perempuan,Polisi,Ekonomi,Dalam Proses
2021-03-04,Papua,Kekerasan Dalam Rumah Tangga,15,Laki-laki,Pelajar,Ketidaktahuan Hukum,Selesai
2020-10-24,Kalimantan Selatan,Pencurian,27,Laki-laki,Tukang,Kecanduan,Dalam Proses
2022-06-11,Sumatera Selatan,Penyalahgunaan Narkoba,37,Laki-laki,Polisi,Ketidaktahuan Hukum,Selesai
2024-10-23,Sulawesi Selatan,Pencurian Kendaraan Bermotor,24,Laki-laki,Perawat,Provokasi,Selesai
2021-01-25,Sumatera Utara,Pencurian,24,Perempuan,Buruh,Kebutuhan Mendesak,Dalam Proses
2024-04-25,Sumatera Selatan,Pencurian,33,Laki-laki,Pelajar,Cemburu,Selesai
2022-08-28,Jawa Barat,Penipuan,24,Perempuan,Mahasiswa,Ekonomi,Selesai
2020-08-26,Sulawesi Selatan,Kekerasan Dalam Rumah Tangga,36,Laki-laki,Pedagang,Cemburu,Belum Terselesaikan
2024-02-22,Sumatera Selatan,Pembunuhan,20,Laki-laki,Guru,Gangguan Mental,Selesai
2022-09-20,Sumatera Barat,Kekerasan Dalam Rumah Tangga,42,Perempuan,Pelajar,Ekonomi,Selesai
2024-10-26,Sulawesi Utara,Perampokan,23,Laki-laki,Pelajar,Keserakahan,Dalam Proses
2021-05-11,Maluku,Perampokan,34,Laki-laki,Petani,Kebutuhan Mendesak,Selesai
2023-03-12,Sumatera Utara,Pencurian,24,Perempuan,Polisi,Tekanan Sosial,Selesai
2020-04-14,Sulawesi Utara,Penipuan,37,Laki-laki,PNS,Ekonomi,Dalam Proses
2020-07-29,DKI Jakarta,Pencurian Kendaraan Bermotor,30,Perempuan,Tukang,Pengaruh Lingkungan,Belum Terselesaikan
2022-06-03,Sumatera Utara,Pencurian Kendaraan Bermotor,49,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2024-02-18,Sumatera Selatan,Penipuan,15,Laki-laki,Sopir,Keserakahan,Dalam Proses
2024-02-06,Sumatera Selatan,Kekerasan Dalam Rumah Tangga,24,Perempuan,Wiraswasta,Kebutuhan Mendesak,Selesai
2020-03-16,Jawa Tengah,Penipuan,30,Laki-laki,Pelajar,Tekanan Sosial,Selesai
2022-09-22,Jawa Barat,Pemerkosaan,26,Perempuan,Wiraswasta,Keserakahan,Selesai
2024-01-24,Jawa Timur,Pembunuhan,33,Laki-laki,Sopir,Ketidaktahuan Hukum,Belum Terselesaikan
2024-07-30,Jawa Tengah,Pencurian,32,Perempuan,Polisi,Gangguan Mental,Selesai
2021-04-19,Bali,Pencurian,24,Laki-laki,Guru,Ekonomi,Selesai
2022-12-17,Sumatera Selatan,Penyalahgunaan Narkoba,34,Laki-laki,Tidak Bekerja,Tekanan Sosial,Selesai
2023-03-26,Sumatera Barat,Pembunuhan,18,Laki-laki,PNS,Provokasi,Belum Terselesaikan
2020-05-10,Jawa Timur,Pencurian,21,Perempuan,Pegawai Swasta,Ketidaktahuan Hukum,Dalam Proses
2022-05-04,DKI Jakarta,Kekerasan Dalam Rumah Tangga,28,Laki-laki,TNI,Gangguan Mental,Belum Terselesaikan
2020-08-27,Jawa Barat,Penipuan,47,Laki-laki,Pelajar,Keserakahan,Dalam Proses
2023-08-16,Sumatera Selatan,Penyalahgunaan Narkoba,33,Perempuan,PNS,Gangguan Mental,Selesai
2023-11-29,Sulawesi Utara,Penipuan,18,Perempuan,Mahasiswa,Ekonomi,Selesai
2020-11-26,Sumatera Barat,Pencurian Kendaraan Bermotor,22,Perempuan,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2021-01-28,Jawa Timur,Pencurian,27,Perempuan,Pelajar,Konflik Personal,Selesai
2022-06-16,Jawa Tengah,Penipuan,33,Perempuan,Petani,Provokasi,Belum Terselesaikan
2021-03-25,Sumatera Utara,Pembunuhan,15,Laki-laki,Sopir,Ketidaktahuan Hukum,Selesai
2021-11-25,Bengkulu,Penipuan,31,Perempuan,TNI,Keserakahan,Selesai
2024-10-13,DKI Jakarta,Penipuan,23,Laki-laki,Polisi,Pengaruh Lingkungan,Selesai
2023-09-07,Sulawesi Selatan,Penipuan,41,Laki-laki,Pelajar,Cemburu,Belum Terselesaikan
2024-12-13,Jawa Tengah,Pembunuhan,15,Laki-laki,Pegawai Swasta,Pengaruh Lingkungan,Selesai
2023-12-27,Jawa Tengah,Penipuan,17,Perempuan,Mahasiswa,Tekanan Sosial,Selesai
2024-09-02,Papua,Pencurian,32,Laki-laki,Tukang,Ketidaktahuan Hukum,Selesai
2024-02-13,Jawa Tengah,Pemerkosaan,27,Laki-laki,PNS,Gangguan Mental,Selesai
2024-06-25,Sulawesi Utara,Penyalahgunaan Narkoba,23,Perempuan,Polisi,Cemburu,Selesai
2023-06-27,Maluku,Penyalahgunaan Narkoba,15,Perempuan,Petani,Kebutuhan Mendesak,Selesai
2023-11-15,Kalimantan Selatan,Penipuan,15,Laki-laki,Guru,Dendam,Dalam Proses
2023-09-28,Sumatera Selatan,Penganiayaan,18,Perempuan,Pelajar,Cemburu,Belum Terselesaikan
2020-12-20,Nusa Tenggara Barat,Penipuan,32,Laki-laki,Petani,Cemburu,Dalam Proses
2023-05-25,Sumatera Selatan,Penganiayaan,28,Laki-laki,Pelajar,Dendam,Selesai
2024-06-13,DKI Jakarta,Pencurian,34,Perempuan,Mahasiswa,Gangguan Mental,Selesai
2021-09-13,Sumatera Utara,Pembunuhan,40,Laki-laki,Petani,Kecanduan,Dalam Proses
2023-02-14,Jawa Barat,Pencurian,40,Laki-laki,Tidak Bekerja,Ekonomi,Selesai
2022-01-04,Jawa Tengah,Penyalahgunaan Narkoba,33,Laki-laki,TNI,Kebutuhan Mendesak,Selesai
2022-01-01,Sumatera Utara,Pencurian Kendaraan Bermotor,19,Perempuan,Tukang,Cemburu,Belum Terselesaikan
2020-12-23,Kalimantan Timur,Penyalahgunaan Narkoba,39,Laki-laki,Polisi,Provokasi,Selesai
2020-03-06,Jawa Timur,Penipuan,39,Laki-laki,Perawat,Dendam,Selesai
2021-11-22,Jawa Timur,Pencurian,31,Laki-laki,Mahasiswa,Dendam,Selesai
2023-06-18,Jawa Timur,Pencurian,25,Laki-laki,Petani,Dendam,Selesai
2023-02-24,Jawa Timur,Pembunuhan,42,Laki-laki,Petani,Gangguan Mental,Selesai
2021-06-12,Bali,Pencurian,39,Perempuan,PNS,Konflik Personal,Selesai
2024-04-24,Sulawesi Utara,Penipuan,37,Perempuan,Tidak Bekerja,Provokasi,Selesai
2021-07-01,Lampung,Pencurian,21,Laki-laki,TNI,Cemburu,Selesai
2024-10-13,Kalimantan Selatan,Pencurian Kendaraan Bermotor,25,Laki-laki,Guru,Provokasi,Selesai
2023-05-22,Jawa Timur,Penganiayaan,27,Laki-laki,Tukang,Dendam,Selesai
2023-12-17,Jawa Timur,Penyalahgunaan Narkoba,19,Laki-laki,Tidak Bekerja,Gangguan Mental,Selesai
2024-06-24,Jawa Barat,Penyalahgunaan Narkoba,32,Perempuan,Pelajar,Dendam,Dalam Proses
2020-08-04,Sumatera Selatan,Penipuan,32,Perempuan,Perawat,Keserakahan,Selesai
2023-06-02,Jawa Tengah,Perampokan,25,Laki-laki,Perawat,Dendam,Dalam Proses
2024-08-13,Sulawesi Utara,Pencurian,27,Laki-laki,Wiraswasta,Ekonomi,Selesai
2022-11-04,Jawa Timur,Pencurian,33,Laki-laki,Buruh,Cemburu,Dalam Proses
2023-07-14,DKI Jakarta,Penipuan,23,Perempuan,Buruh,Kecanduan,Selesai
2022-01-10,Sumatera Barat,Perampokan,29,Perempuan,Pedagang,Pengaruh Lingkungan,Selesai
2021-08-21,Nusa Tenggara Barat,Korupsi,21,Laki-laki,Guru,Gangguan Mental,Selesai
2024-04-09,Jawa Timur,Perampokan,50,Laki-laki,Wiraswasta,Gangguan Mental,Dalam Proses
2024-02-09,DKI Jakarta,Pencurian,39,Laki-laki,Polisi,Dendam,Selesai
2020-11-11,Kalimantan Timur,Penipuan,29,Laki-laki,Tukang,Konflik Personal,Selesai
2021-11-16,Kalimantan Selatan,Pencurian,28,Perempuan,Polisi,Cemburu,Dalam Proses
2020-09-08,Sulawesi Selatan,Penyalahgunaan Narkoba,26,Laki-laki,Polisi,Kecanduan,Dalam Proses
2022-06-18,Sulawesi Utara,Pencurian,18,Laki-laki,Mahasiswa,Ekonomi,Belum Terselesaikan
2021-05-17,Jawa Tengah,Penipuan,22,Perempuan,Polisi,Gangguan Mental,Selesai
2021-11-30,Sumatera Barat,Pemerkosaan,44,Laki-laki,Pegawai Swasta,Provokasi,Selesai
2020-12-16,Jawa Timur,Penganiayaan,27,Perempuan,Buruh,Kebutuhan Mendesak,Belum Terselesaikan
2022-02-01,Bali,Penipuan,40,Laki-laki,Guru,Tekanan Sosial,Selesai
2022-01-08,Sulawesi Utara,Penyalahgunaan Narkoba,21,Laki-laki,Tukang,Ketidaktahuan Hukum,Selesai
2021-05-17,Nusa Tenggara Barat,Penyalahgunaan Narkoba,20,Laki-laki,Pedagang,Provokasi,Belum Terselesaikan
2022-05-13,Jawa Timur,Penganiayaan,25,Laki-laki,Perawat,Kecanduan,Belum Terselesaikan
2020-10-09,Sumatera Selatan,Penyalahgunaan Narkoba,25,Perempuan,Perawat,Tekanan Sosial,Belum Terselesaikan
2022-04-26,Maluku,Pencurian Kendaraan Bermotor,27,Perempuan,TNI,Tekanan Sosial,Dalam Proses
2022-07-28,Bali,Penyalahgunaan Narkoba,25,Perempuan,Polisi,Provokasi,Selesai
2024-06-15,Bali,Pencurian,20,Laki-laki,Tukang,Konflik Personal,Selesai
2020-03-01,DKI Jakarta,Pencurian,31,Laki-laki,Pelajar,Cemburu,Selesai
2024-04-26,DKI Jakarta,Penyalahgunaan Narkoba,24,Laki-laki,Tidak Bekerja,Pengaruh Lingkungan,Dalam Proses
2024-07-09,Jawa Timur,Pencurian,34,Laki-laki,Wiraswasta,Dendam,Selesai
2020-06-22,Jawa Barat,Pencurian,32,Perempuan,PNS,Konflik Personal,Selesai
2022-04-02,Jawa Barat,Penipuan,27,Laki-laki,Perawat,Cemburu,Selesai
2022-06-07,DKI Jakarta,Penipuan,36,Laki-laki,Tidak Bekerja,Tekanan Sosial,Selesai
2024-04-03,Bali,Pencurian,20,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Selesai
2023-08-06,Jawa Tengah,Penipuan,25,Laki-laki,Pedagang,Keserakahan,Selesai
2020-04-28,Jawa Tengah,Penganiayaan,15,Perempuan,Tukang,Pengaruh Lingkungan,Selesai
2024-06-24,Jawa Tengah,Pencurian Kendaraan Bermotor,28,Perempuan,Tukang,Provokasi,Belum Terselesaikan
2021-08-28,Kalimantan Timur,Penipuan,35,Perempuan,Mahasiswa,Tekanan Sosial,Dalam Proses
2024-12-19,Nusa Tenggara Barat,Penipuan,18,Laki-laki,Tukang,Pengaruh Lingkungan,Belum Terselesaikan
2023-02-07,Sulawesi Selatan,Kekerasan Dalam Rumah Tangga,25,Laki-laki,Polisi,Kebutuhan Mendesak,Belum Terselesaikan
2024-01-17,Sumatera Barat,Penipuan,39,Laki-laki,Guru,Konflik Personal,Selesai
2021-12-05,DKI Jakarta,Perampokan,26,Perempuan,Tidak Bekerja,Kebutuhan Mendesak,Selesai
2022-12-16,Bali,Penipuan,20,Perempuan,Sopir,Cemburu,Selesai
2023-12-05,DKI Jakarta,Pemerkosaan,21,Perempuan,Mahasiswa,Gangguan Mental,Selesai
2023-08-11,Aceh,Penganiayaan,34,Laki-laki,Petani,Provokasi,Selesai
2023-07-02,Jawa Tengah,Penganiayaan,23,Laki-laki,Perawat,Keserakahan,Selesai
2023-08-28,Bali,Penganiayaan,27,Perempuan,Pelajar,Pengaruh Lingkungan,Belum Terselesaikan
2021-12-08,Sumatera Selatan,Kekerasan Dalam Rumah Tangga,20,Laki-laki,TNI,Ketidaktahuan Hukum,Selesai
2022-04-08,Nusa Tenggara Barat,Penganiayaan,23,Laki-laki,Perawat,Kecanduan,Dalam Proses
2024-12-09,Sumatera Utara,Pencurian,34,Perempuan,Pegawai Swasta,Dendam,Selesai
2020-03-16,Jawa Timur,Pencurian,29,Laki-laki,Wiraswasta,Konflik Personal,Dalam Proses
2022-03-09,Jawa Timur,Pencurian,20,Laki-laki,Guru,Pengaruh Lingkungan,Selesai
2024-02-24,Sumatera Selatan,Pencurian,30,Perempuan,TNI,Cemburu,Belum Terselesaikan
2022-12-01,Jawa Timur,Penganiayaan,30,Perempuan,Wiraswasta,Kebutuhan Mendesak,Selesai
2021-03-13,Jawa Barat,Perampokan,29,Laki-laki,Buruh,Provokasi,Selesai
2023-02-04,Sumatera Utara,Perampokan,31,Laki-laki,Pegawai Swasta,Provokasi,Dalam Proses
2021-11-28,Sumatera Selatan,Penipuan,25,Perempuan,Perawat,Ketidaktahuan Hukum,Dalam Proses
2020-11-23,Maluku,Penipuan,35,Laki-laki,Tidak Bekerja,Ekonomi,Belum Terselesaikan
2024-12-28,DKI Jakarta,Penipuan,40,Laki-laki,Perawat,Provokasi,Selesai
2023-04-28,Nusa Tenggara Barat,Penyalahgunaan Narkoba,38,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2024-08-31,DKI Jakarta,Penipuan,27,Laki-laki,Perawat,Kebutuhan Mendesak,Dalam Proses
2024-01-27,Sumatera Utara,Penipuan,16,Perempuan,Mahasiswa,Provokasi,Selesai
2020-08-14,Bali,Penganiayaan,26,Laki-laki,Guru,Ekonomi,Selesai
2024-09-19,Riau,Penipuan,28,Perempuan,PNS,Kebutuhan Mendesak,Dalam Proses
2023-07-08,Jawa Barat,Penipuan,36,Laki-laki,Wiraswasta,Konflik Personal,Selesai
2020-09-10,Sulawesi Selatan,Penganiayaan,23,Laki-laki,Tidak Bekerja,Ketidaktahuan Hukum,Selesai
2020-09-12,Jawa Tengah,Penyalahgunaan Narkoba,33,Laki-laki,Pelajar,Kebutuhan Mendesak,Belum Terselesaikan
2023-03-18,Papua,Penipuan,15,Perempuan,Guru,Ekonomi,Dalam Proses
2022-07-17,Jawa Tengah,Penipuan,38,Laki-laki,PNS,Kecanduan,Belum Terselesaikan
2024-07-07,Jawa Barat,Pencurian,28,Laki-laki,Guru,Keserakahan,Selesai
2023-03-04,DKI Jakarta,Penganiayaan,36,Laki-laki,Guru,Ketidaktahuan Hukum,Selesai
2023-09-24,Maluku,Penipuan,36,Perempuan,Wiraswasta,Keserakahan,Selesai
2021-04-23,Nusa Tenggara Barat,Pencurian,16,Perempuan,PNS,Kebutuhan Mendesak,Selesai
2021-08-05,Nusa Tenggara Barat,Penipuan,31,Laki-laki,Tukang,Pengaruh Lingkungan,Belum Terselesaikan
2023-03-19,Jawa Barat,Pencurian,35,Perempuan,Tukang,Cemburu,Selesai
2024-01-02,Jawa Barat,Penganiayaan,25,Laki-laki,Mahasiswa,Provokasi,Dalam Proses
2024-02-19,Bali,Pencurian Kendaraan Bermotor,30,Perempuan,Petani,Dendam,Dalam Proses
2021-11-02,Jawa Timur,Pencurian,47,Laki-laki,Wiraswasta,Keserakahan,Dalam Proses
2021-01-29,Sumatera Barat,Pencurian,27,Perempuan,Polisi,Konflik Personal,Dalam Proses
2022-07-19,Jawa Barat,Penipuan,24,Laki-laki,Buruh,Cemburu,Selesai
2023-12-28,Sumatera Selatan,Penganiayaan,27,Laki-laki,Mahasiswa,Tekanan Sosial,Dalam Proses
2020-06-16,DKI Jakarta,Pencurian,19,Laki-laki,Buruh,Ekonomi,Dalam Proses
2022-05-20,Sulawesi Utara,Perampokan,24,Perempuan,TNI,Cemburu,Dalam Proses
2022-09-02,Kalimantan Selatan,Penipuan,22,Perempuan,Petani,Gangguan Mental,Belum Terselesaikan
2020-06-08,Sulawesi Selatan,Penyalahgunaan Narkoba,20,Laki-laki,PNS,Ketidaktahuan Hukum,Belum Terselesaikan
2022-12-13,Kalimantan Timur,Pencurian Kendaraan Bermotor,18,Perempuan,Mahasiswa,Keserakahan,Selesai
2023-02-18,Maluku,Penganiayaan,18,Perempuan,Wiraswasta,Tekanan Sosial,Selesai
2024-11-20,Kalimantan Selatan,Penganiayaan,28,Perempuan,Pegawai Swasta,Keserakahan,Dalam Proses
2022-10-18,Jawa Tengah,Korupsi,46,Laki-laki,Tukang,Tekanan Sosial,Selesai
2022-06-20,DKI Jakarta,Korupsi,20,Perempuan,Guru,Gangguan Mental,Dalam Proses
2024-02-07,Jawa Barat,Perampokan,20,Perempuan,Mahasiswa,Cemburu,Selesai
2020-10-22,Sulawesi Utara,Penganiayaan,27,Laki-laki,Wiraswasta,Cemburu,Selesai
2022-09-19,Sulawesi Selatan,Pencurian,44,Laki-laki,Guru,Gangguan Mental,Selesai
2020-09-21,Sulawesi Utara,Penipuan,15,Perempuan,Guru,Provokasi,Selesai
2024-11-02,Sulawesi Selatan,Pencurian,16,Laki-laki,Wiraswasta,Dendam,Selesai
2023-11-23,Maluku,Pencurian,18,Perempuan,Petani,Gangguan Mental,Selesai
2022-08-27,Jawa Barat,Penipuan,41,Laki-laki,Tidak Bekerja,Pengaruh Lingkungan,Dalam Proses
2020-11-17,DKI Jakarta,Pencurian Kendaraan Bermotor,38,Laki-laki,Wiraswasta,Konflik Personal,Selesai
2020-08-31,Bali,Pembunuhan,20,Laki-laki,Sopir,Tekanan Sosial,Selesai
2020-08-13,Jawa Tengah,Penyalahgunaan Narkoba,34,Laki-laki,Buruh,Konflik Personal,Selesai
2023-03-16,Jawa Tengah,Pencurian,24,Laki-laki,Pegawai Swasta,Ekonomi,Selesai
2022-12-06,Sulawesi Selatan,Pencurian,33,Perempuan,Pedagang,Dendam,Belum Terselesaikan
2022-01-30,Bali,Perampokan,41,Laki-laki,Pegawai Swasta,Konflik Personal,Dalam Proses
2021-09-13,Aceh,Pencurian,16,Laki-laki,Pegawai Swasta,Gangguan Mental,Selesai
2020-02-27,Sumatera Barat,Penganiayaan,29,Perempuan,Perawat,Cemburu,Selesai
2020-10-18,Bali,Penipuan,18,Laki-laki,Perawat,Keserakahan,Selesai
2022-05-13,Sumatera Selatan,Penganiayaan,15,Laki-laki,Tidak Bekerja,Kebutuhan Mendesak,Selesai
2024-12-25,Jawa Tengah,Penyalahgunaan Narkoba,24,Laki-laki,Pegawai Swasta,Kecanduan,Selesai
2021-01-09,Jawa Barat,Pencurian,23,Laki-laki,Polisi,Pengaruh Lingkungan,Dalam Proses
2022-09-28,DKI Jakarta,Penipuan,31,Laki-laki,Tidak Bekerja,Dendam,Selesai
2023-01-26,Jambi,Pemerkosaan,26,Laki-laki,PNS,Dendam,Dalam Proses
2024-11-17,Kalimantan Timur,Pencurian,26,Perempuan,Tidak Bekerja,Tekanan Sosial,Selesai
2022-09-12,Sulawesi Selatan,Pencurian,16,Laki-laki,Sopir,Kebutuhan Mendesak,Dalam Proses
2023-03-04,Kalimantan Timur,Pencurian,41,Laki-laki,Pelajar,Konflik Personal,Selesai
2024-05-19,Kalimantan Timur,Penganiayaan,15,Laki-laki,Mahasiswa,Gangguan Mental,Selesai
2024-09-04,Papua,Pencurian,23,Laki-laki,Guru,Keserakahan,Selesai
2020-09-28,Jawa Timur,Pembunuhan,29,Laki-laki,Perawat,Cemburu,Dalam Proses
2022-10-30,Jawa Timur,Pencurian,39,Perempuan,Tukang,Gangguan Mental,Dalam Proses
2024-04-08,Jawa Tengah,Perampokan,28,Laki-laki,Pelajar,Ketidaktahuan Hukum,Dalam Proses
2022-07-08,Maluku,Pencurian,43,Perempuan,Pedagang,Pengaruh Lingkungan,Selesai
2021-10-28,Lampung,Penyalahgunaan Narkoba,21,Laki-laki,Buruh,Keserakahan,Selesai
2023-09-22,Sulawesi Selatan,Pencurian,29,Laki-laki,Sopir,Tekanan Sosial,Dalam Proses
2022-03-04,Jawa Timur,Perampokan,19,Perempuan,Petani,Tekanan Sosial,Selesai
2021-11-25,Kalimantan Selatan,Pencurian Kendaraan Bermotor,37,Laki-laki,Wiraswasta,Ekonomi,Selesai
2023-10-05,Sumatera Barat,Penyalahgunaan Narkoba,37,Perempuan,TNI,Gangguan Mental,Selesai
2024-02-16,DKI Jakarta,Pencurian,23,Laki-laki,Pegawai Swasta,Ketidaktahuan Hukum,Selesai
2020-06-30,Sumatera Utara,Pencurian,31,Perempuan,Polisi,Cemburu,Selesai
2023-12-19,Maluku,Penganiayaan,27,Perempuan,Tidak Bekerja,Keserakahan,Dalam Proses
2023-07-14,DKI Jakarta,Penyalahgunaan Narkoba,27,Laki-laki,Perawat,Pengaruh Lingkungan,Selesai
2021-09-24,Jawa Barat,Pembunuhan,26,Laki-laki,Wiraswasta,Ketidaktahuan Hukum,Selesai
2020-09-10,Sumatera Utara,Pencurian,25,Laki-laki,Tukang,Provokasi,Belum Terselesaikan
2020-06-23,Jawa Tengah,Penipuan,48,Perempuan,Petani,Keserakahan,Selesai
2023-01-14,Bali,Perampokan,18,Perempuan,Sopir,Ekonomi,Selesai
2023-03-13,DKI Jakarta,Penganiayaan,29,Laki-laki,Wiraswasta,Kecanduan,Selesai
2024-03-17,Kalimantan Timur,Perampokan,36,Laki-laki,Pelajar,Provokasi,Selesai
2020-02-08,Jawa Timur,Penganiayaan,35,Laki-laki,Buruh,Ketidaktahuan Hukum,Selesai
2022-12-25,Kalimantan Timur,Kekerasan Dalam Rumah Tangga,32,Perempuan,Pedagang,Ekonomi,Belum Terselesaikan
2021-07-17,Jawa Tengah,Perampokan,31,Laki-laki,Perawat,Kecanduan,Belum Terselesaikan
2021-05-17,Sumatera Utara,Pencurian,34,Laki-laki,Polisi,Pengaruh Lingkungan,Dalam Proses
2024-09-14,Jawa Timur,Pencurian,34,Perempuan,TNI,Keserakahan,Selesai
2022-06-28,Kalimantan Timur,Pencurian,33,Laki-laki,Buruh,Provokasi,Selesai
2023-05-27,Sulawesi Utara,Penipuan,33,Perempuan,PNS,Tekanan Sosial,Selesai
2023-04-21,Jawa Barat,Pencurian,27,Perempuan,Tidak Bekerja,Gangguan Mental,Selesai
2024-10-31,DKI Jakarta,Penganiayaan,25,Laki-laki,TNI,Ekonomi,Selesai
2021-11-27,Sumatera Utara,Kekerasan Dalam Rumah Tangga,26,Laki-laki,Mahasiswa,Cemburu,Selesai
2022-04-29,Maluku,Pemerkosaan,40,Laki-laki,Tidak Bekerja,Provokasi,Dalam Proses
2021-10-11,Lampung,Penganiayaan,21,Laki-laki,Mahasiswa,Kebutuhan Mendesak,Selesai
2020-07-05,Sumatera Selatan,Penganiayaan,26,Laki-laki,Buruh,Dendam,Selesai
2023-01-14,Jawa Barat,Pencurian,28,Laki-laki,Pedagang,Kebutuhan Mendesak,Dalam Proses
2020-10-21,Sumatera Selatan,Pembunuhan,32,Perempuan,Pedagang,Kebutuhan Mendesak,Selesai
2024-04-22,DKI Jakarta,Penipuan,25,Perempuan,Buruh,Cemburu,Selesai
2021-09-20,Jawa Tengah,Pencurian,23,Laki-laki,Mahasiswa,Ketidaktahuan Hukum,Selesai
2020-12-12,Jawa Timur,Penipuan,34,Laki-laki,Tidak Bekerja,Keserakahan,Dalam Proses
2021-10-28,Sulawesi Utara,Perampokan,28,Laki-laki,Pedagang,Ekonomi,Selesai
2023-12-31,Maluku,Pembunuhan,27,Laki-laki,Tidak Bekerja,Kebutuhan Mendesak,Belum Terselesaikan
2022-03-09,Bengkulu,Penyalahgunaan Narkoba,39,Laki-laki,Buruh,Konflik Personal,Selesai
2020-10-18,Sulawesi Selatan,Penipuan,32,Laki-laki,Mahasiswa,Konflik Personal,Selesai
2021-06-12,Jawa Timur,Pencurian Kendaraan Bermotor,30,Perempuan,Mahasiswa,Dendam,Belum Terselesaikan
2020-04-16,Sumatera Utara,Korupsi,43,Laki-laki,Petani,Kecanduan,Selesai
